title,company,location,posted,url
Liaison Officer and Special Assistant to the Chief of Mission ,IOM ,"Mogadishu, Somalia"," July 20, 2023",https://qaranjobs.com/job/liaison-officer-and-special-assistant-to-the-chief-of-mission-mogadishu-somalia/
International consultant ,UNICEF ,"Mogadishu, Somalia"," July 20, 2023",https://qaranjobs.com/job/international-consultant-educate-a-child-eac-programme-implementation-mogadishu-somalia/
Communications Support Consultant ,WHO ,Somalia," July 20, 2023",https://qaranjobs.com/job/communications-support-consultant-somalia/
Administrative and Finance Officer ,UNOCHA ,"Mogadishu, Somalia"," July 20, 2023",https://qaranjobs.com/job/administrative-and-finance-officer-mogadishu-somalia-2/
Consultancy ,IDLO ,"Mogadishu, Somalia"," July 20, 2023",https://qaranjobs.com/job/consultancy-analyst-expert-mentor-mogadishu-somalia/
Consultancy ,IDLO ,"Mogadishu, Somalia"," July 20, 2023",https://qaranjobs.com/job/consultancy-mutual-evaluation-review-mer-legal-expert-mogadishu-somalia/
Consultancy ,IDLO ,"Mogadishu, Somalia"," July 20, 2023",https://qaranjobs.com/job/consultancy-mutual-evaluation-review-mer-documentation-officer-mogadishu-somalia/
Consultancy ,IDLO ,"Mogadishu, Somalia"," July 20, 2023",https://qaranjobs.com/job/consultancy-financial-crimes-investigation-support-officer-mogadishu-somalia-2/
Gynaecologist/Obstetrician ,IOM ,Somalia," July 20, 2023",https://qaranjobs.com/job/gynaecologist-obstetrician-banadir-hospital-mogadishu-somalia/
Gynaecologist/Obstetrician ,IOM ,Somalia," July 20, 2023",https://qaranjobs.com/job/gynaecologist-obstetrician-de-martino-hospital-mogadishu-somalia/
Gynaecologist/Obstetrician ,IOM ,Somalia," July 20, 2023",https://qaranjobs.com/job/gynaecologist-obstetrician-kismayo-general-hospital-somalia/
Pediatrician ,IOM ,Somalia," July 20, 2023",https://qaranjobs.com/job/pediatrician-bay-regional-hospital-somalia/
Pediatrician ,IOM ,Somalia," July 20, 2023",https://qaranjobs.com/job/pediatrician-garowe-general-hospital-somalia/
Pediatrician ,IOM ,Somalia," July 20, 2023",https://qaranjobs.com/job/pediatrician-dhusamareeb-general-hospital-somalia/
Pediatrician ,IOM ,Somalia," July 20, 2023",https://qaranjobs.com/job/pediatrician-jowhar-general-hospital-somalia/
Re-Advert: FSL Deputy Program Manager ,Save the Children ,Qardho," July 20, 2023",https://qaranjobs.com/job/re-advert-fsl-deputy-program-manager-qardho/
FAO Jobs in Somalia (14 Positions) ,FAO - Food and Agriculture Organization of the United Nations ,Somalia & Somali Region," July 16, 2023",https://qaranjobs.com/?post_type=job_listing&p=27313
Jobs at IOM Somalia (7 Positions) ,IOM ,Somalia," July 16, 2023",https://qaranjobs.com/?post_type=job_listing&p=27312
Jobs at Amal Bank (4 Positions) ,Amal Bank ,Somalia," July 16, 2023",https://qaranjobs.com/?post_type=job_listing&p=27311
Part-time research assistant ,The 7 Institute ,"Mogadishu, Somalia"," July 16, 2023",https://qaranjobs.com/job/part-time-research-assistant-mogadishu-somalia/
Project Management Support ,UNOPS ,"Mogadishu, Somalia"," July 16, 2023",https://qaranjobs.com/job/project-management-support-specialist-mogadishu-somalia-3/
Reporting and Resource Mobilization Specialist ,FAO ,"Mogadishu, Somalia"," July 16, 2023",https://qaranjobs.com/job/reporting-and-resource-mobilization-specialist-mogadishu-somalia/
"Summary of job opportunities, tenders/contracts, trainings and articles published today on Qaranjobs ",QaranJobs - SomaliJobs ,Somalia & Somali Region," July 15, 2023",https://qaranjobs.com/job/summary-of-job-opportunities-tenders-contracts-trainings-and-articles-published-today-on-qaranjobs-somali-jobs-2/
Arabic & IRE Teacher ,SOS Children’s Villages International ,"Heliwa-Mogadishu, Somalia"," July 15, 2023",https://qaranjobs.com/job/arabic-ire-teacher-2-positions-heliwa-mogadishu-somalia/
Light Vehicle Driver ,ICRC ,"Kismayo, Somalia"," July 15, 2023",https://qaranjobs.com/job/light-vehicle-driver-kismayo-somalia/
Portfolio Manager ,UNDP ,"Mogadishu, Somalia"," July 15, 2023",https://qaranjobs.com/job/portfolio-manager-mogadishu-somalia/
"Joint Operations Officer, P3 ",UNSOM ,"Mogadishu, Somalia"," July 15, 2023",https://qaranjobs.com/job/joint-operations-officer-p3-mogadishu-somalia/
Program Specialist (Desert & Locust) ,FAO ,Garowe," July 15, 2023",https://qaranjobs.com/job/program-specialist-desert-locust-garowe/
Program Specialist (Seed Policy & Regulation) ,FAO ,Hargeisa," July 15, 2023",https://qaranjobs.com/job/program-specialist-seed-policy-regulation-hargeisa/
Pharmacy Assistant ,SRCS ,"Dhobley, Somalia"," July 15, 2023",https://qaranjobs.com/job/pharmacy-assistant-dhobley-somalia/
Digital Marketer ,Somali-Sudanese Specialized Hospital ,"Mogadishu, Somalia"," July 15, 2023",https://qaranjobs.com/job/digital-marketer-mogadishu-somalia/
Strategic/Special Assistant To The Country Director ,WFP ,"Mogadishu, Somalia"," July 15, 2023",https://qaranjobs.com/job/strategic-special-assistant-to-the-country-director-mogadishu-somalia/
Information Technology Assistant ,Save the Children ,"Mogadishu, Somalia"," July 15, 2023",https://qaranjobs.com/job/information-technology-assistant-mogadishu-somalia-3/
FIELD OFFICER ,ACTED ,"Garowe, Somalia"," July 15, 2023",https://qaranjobs.com/job/field-officer-reach-garowe-somalia/
Project Specialist (SC11) ,FAO ,"Mogadishu, Somalia"," July 15, 2023",https://qaranjobs.com/job/project-specialist-sc11-mogadishu-somalia/
Civil Engineer (SC10) ,FAO ,"Mogadishu, Somalia"," July 15, 2023",https://qaranjobs.com/job/civil-engineer-sc10-mogadishu-somalia/
ICT Senior Analyst ,UNOPS ,"Mogadishu, Somalia"," July 15, 2023",https://qaranjobs.com/job/ict-senior-analyst-supply-chain-management-mogadishu-somalia-3/
Call for EOI ,UNICEF ,Somalia," July 15, 2023",https://qaranjobs.com/job/call-for-eoi-analysis-of-sampling-frame-of-multi-indicator-cluster-mics-survey-somalia/
Project Management Consultant (Critical Care) ,WHO ,"Mogadishu, Somalia"," July 15, 2023",https://qaranjobs.com/job/project-management-consultant-critical-care-mogadishu-somalia/
Programme Manager (Shelter and Non-Food Items) ,IOM ,"Mogadishu, Somalia"," July 15, 2023",https://qaranjobs.com/job/programme-manager-shelter-and-non-food-items-mogadishu-somalia/
IT Officer ,IRC ,"Melkadida, Somali Regional State of Ethiopia"," July 15, 2023",https://qaranjobs.com/job/it-officer-melkadida-somali-regional-state-of-ethiopia/
Re-Advert: Senior WASH Officer ,Islamic Relief ,Somali Regional State Of Ethiopia," July 15, 2023",https://qaranjobs.com/job/re-advert-senior-wash-officer-somali-regional-state-of-ethiopia/
Information Technology Assistant ,Save the Children ,"Mogadishu, Somalia"," July 14, 2023",https://qaranjobs.com/job/information-technology-assistant-mogadishu-somalia-2/
National Liaison Officer ,CTG ,"Mogadishu, Somalia"," July 14, 2023",https://qaranjobs.com/job/national-liaison-officer-mogadishu-somalia/
Nurse (7 Positions) ,Kalkaal Hospital ,"Mogadishu, Somalia"," July 12, 2023",https://qaranjobs.com/job/nurse-7-positions-mogadishu-somalia/
Information Management Officer ,DRC ,"Mogadishu, Somalia"," July 12, 2023",https://qaranjobs.com/job/information-management-officer-mogadishu-somalia-12/
ICT Support Assistant-NPSA 5 ,UNDP ,"Mogadishu, Somalia"," July 12, 2023",https://qaranjobs.com/job/ict-support-assistant-npsa-5-mogadishu-somalia/
Finance Assistant ,NRC ,"Mogadishu, Somalia"," July 12, 2023",https://qaranjobs.com/job/finance-assistant-mogadishu-somalia-13/
Program Assistant (Health) ,CTG ,"Garowe, Somalia"," July 12, 2023",https://qaranjobs.com/job/program-assistant-health-garowe-somalia/
Head of Project ,Welthungerhilfe ,Burco," July 12, 2023",https://qaranjobs.com/job/head-of-project-climate-change-resilience-burco/
Financial Inclusion and Market Project Advisor ,IRC ,"Mogadishu, Somalia"," July 12, 2023",https://qaranjobs.com/job/financial-inclusion-and-market-project-advisor-mogadishu-somalia/
Finance Technical Assistant ,NRC ,Jigjiga," July 12, 2023",https://qaranjobs.com/job/finance-technical-assistant-jigjiga/
WASH Core Competency Technical Assistant ,NRC ,Jigjiga," July 12, 2023",https://qaranjobs.com/job/wash-core-competency-technical-assistant-jigjiga/
Logistics Assistant ,NRC ,"Mogadishu, Somalia"," July 12, 2023",https://qaranjobs.com/job/logistics-assistant-mogadishu-somalia-2/
Nutrition Officer ,WFP ,Hargeisa," July 12, 2023",https://qaranjobs.com/job/nutrition-officer-hargeisa/
Country Director ,Muslim Hands (MH) ,"Mogadishu, Somalia"," July 12, 2023",https://qaranjobs.com/job/country-director-mogadishu-somalia-5/
Information and Database Associate ,UNDP ,"Mogadishu, Somalia"," July 11, 2023",https://qaranjobs.com/job/information-and-database-associate-mogadishu-somalia/
WASH Officer ,DRC ,"Mogadishu, Somalia"," July 11, 2023",https://qaranjobs.com/job/wash-officer-mogadishu-somalia-3/
Research Officer ,Consilient ,Hargeisa," July 11, 2023",https://qaranjobs.com/job/research-officer-hargeisa-4/
Information & Database Associate (NPSA 7) ,UNDP ,"Mogadishu, Somalia"," July 11, 2023",https://qaranjobs.com/job/information-database-associate-npsa-7-mogadishu-somalia/
"Contingent Owned Equipment Officer, FS6 ",UNSOS ,"Mogadishu, Somalia"," July 11, 2023",https://qaranjobs.com/job/contingent-owned-equipment-officer-fs6-mogadishu-somalia/
"Administrative Assistant, FS5 ",UNSOS ,"Mogadishu, Somalia"," July 11, 2023",https://qaranjobs.com/job/administrative-assistant-fs5-mogadishu-somalia-3/
Consultant to Conduct Rapid Gender Needs Assessment for Flood-affected people ,UNWOMEN ,"Beledweyne, Somalia"," July 11, 2023",https://qaranjobs.com/job/consultant-to-conduct-rapid-gender-needs-assessment-for-flood-affected-people-beledweyne-somalia/
Recruitment of Master Trainer and TVET Instructors (Renewable Energy) ,Jubaland State Of Somalia ,"Kismayo, Jubaland State of Somalia"," July 11, 2023",https://qaranjobs.com/job/recruitment-of-master-trainer-and-tvet-instructors-renewable-energy-kismayo-jubaland-state-of-somalia/
Recruitment of TVET instructors (Agriculture) ,Jubaland State Of Somalia ,"Kismayo, Jubaland State of Somalia"," July 11, 2023",https://qaranjobs.com/job/recruitment-of-tvet-instructors-agriculture-kismayo-jubaland-state-of-somalia/
Branch Compliance & Legal Officer ,Amal Bank ,"Bosaso, Somalia"," July 11, 2023",https://qaranjobs.com/job/branch-compliance-legal-officer-bosaso-somalia/
Head of Compliance & Legal Services ,Amal Bank ,"Garowe, Somalia"," July 11, 2023",https://qaranjobs.com/job/head-of-compliance-legal-services-garowe-somalia/
Relationship Manager ,Amal Bank ,"Mogadishu, Somalia"," July 11, 2023",https://qaranjobs.com/job/relationship-manager-mogadishu-somalia/
Talent Management Officer ,Amal Bank ,"Garowe, Somalia"," July 11, 2023",https://qaranjobs.com/job/talent-management-officer-garowe/
"Summary of job opportunities, tenders/contracts, trainings and articles published today on Qaranjobs ",QaranJobs - SomaliJobs ,Somalia," July 10, 2023",https://qaranjobs.com/job/summary-of-job-opportunities-tenders-contracts-trainings-and-articles-published-today-on-qaranjobs-somali-jobs/
"MARKET SYSTEMS DEVELOPMENT (MSD) COORDINATOR, Jijiga, Somali Regional State of Ethiopia",Mercy Corps ,"Jijiga, Somali Regional State of Ethiopia"," July 10, 2023",https://qaranjobs.com/job/market-systems-development-msd-coordinator-jijiga-somali-regional-state-of-ethiopia/
Administrative Coordinator for Ethiopia ,MdM (Médecins du Monde) ,"Jijiga / Addis Abeba, Ethiopia"," July 10, 2023",https://qaranjobs.com/job/administrative-coordinator-for-ethiopia-jijiga-addis-abeba/
Field Coordinator ,MdM (Médecins du Monde) ,"Jigjiga, Ethiopia"," July 10, 2023",https://qaranjobs.com/job/field-coordinator-jigjiga-in-somali-regional-state-of-ethiopia/
National Information Management Specialist ,FAO ,"Jigjiga, Somali Regional State of Ethiopia"," July 10, 2023",https://qaranjobs.com/job/national-information-management-specialist-jigjiga-somali-regional-state-of-ethiopia/
"IT Solutions Associate (Digital Assistance Services), SSA-6 ",WFP ,"Jijiga, Somali Regional State of Ethiopia"," July 10, 2023",https://qaranjobs.com/job/it-solutions-associate-digital-assistance-services-ssa-6-jijiga-somali-regional-state-of-ethiopia/
Sales Supervisor ,SOMTEL ,"Galkacyo, Somalia"," July 10, 2023",https://qaranjobs.com/job/sales-supervisor-galkacyo/
Sales Manager ,SOMTEL ,"Galkacyo, Somalia"," July 10, 2023",https://qaranjobs.com/job/sales-manager-galkacyo/
Senior Communication Officer ,CARE ,Somalia," July 10, 2023",https://qaranjobs.com/job/senior-communication-officer-garowe-mogadishu-somalia/
Jobs at Somali Red Crescent Society (SRCS) (5 Positions) ,Ururka Bisha Cas (SRCS) ,Somalia," July 10, 2023",https://qaranjobs.com/?post_type=job_listing&p=27207
Re-Advertisement Camp Coordination and Camp Management Specialist ,DRC ,"Baidoa, Somalia"," July 10, 2023",https://qaranjobs.com/job/re-advertisement-camp-coordination-and-camp-management-specialist-baidoa-somalia/
Re-Advertisement Country Safety Specialist ,DRC ,"Mogadishu, Somalia"," July 10, 2023",https://qaranjobs.com/job/re-advertisement-country-safety-specialist-mogadishu-somalia/
Mental Health Psychosocial Support Counsellor ,Lutheran World Federation (LWF) ,"Dhobley/Kismayo, Somalia"," July 10, 2023",https://qaranjobs.com/job/mental-health-psychosocial-support-counsellor-dhobley-kismayo-somalia/
Physiotherapist/Occupational ,Lutheran World Federation (LWF) ,"Dhobley/Kismayo, Somalia"," July 10, 2023",https://qaranjobs.com/job/physiotherapist-occupational-dhobley-kismayo-somalia/
"INDIVIDUAL CONSULTANT TO TRAIN FP SERVICE PROVIDERS ON POST-PARTUM FAMILY PLANNING AND NEW AND LESSER USED FP METHODS (MIRENA AND CYCLE BIDS), SOMALIA",Physicians Across Continents (PAC) ,Somalia," July 10, 2023",https://qaranjobs.com/job/individual-consultant-to-train-fp-service-providers-on-post-partum-family-planning-and-new-and-lesser-used-fp-methods-mirena-and-cycle-bids-somalia/
Call For Proposal for Empowering Women-owned And Run Enterprises In The Renewable Energy Sector By Providing Technical Skills Training & Financial Support For Implementing Renewable Energy Projects ,Nordic International Support Foundation (NIS) ,Somalia," July 10, 2023",https://qaranjobs.com/job/call-for-proposal-for-empowering-women-owned-and-run-enterprises-in-the-renewable-energy-sector-by-providing-technical-skills-training-financial-support-for-implementing-renewable-energy-projects/
Senior Child Protection Technical Advisor ,Puntland State Of Somalia ,"Garowe, Somalia"," July 10, 2023",https://qaranjobs.com/job/senior-child-protection-technical-advisor-garowe/
ACTED Jobs in Somalia (6 Positions) ,ACTED ,Somalia," July 9, 2023",https://qaranjobs.com/?post_type=job_listing&p=27192
FAO Jobs in Somalia (11 Positions) ,FAO - Food and Agriculture Organization of the United Nations ,Somalia," July 9, 2023",https://qaranjobs.com/?post_type=job_listing&p=27189
Procurement Officer ,FAO ,"Mogadishu, Somalia"," July 9, 2023",https://qaranjobs.com/job/procurement-officer-mogadishu-somalia-5/
Remote Sensing / GIS Assistant ,FAO ,"Mogadishu, Somalia"," July 9, 2023",https://qaranjobs.com/job/remote-sensing-gis-assistant-mogadishu-somalia/
Finance Assistant ,IOM ,"Mogadishu, Somalia"," July 9, 2023",https://qaranjobs.com/job/finance-assistant-account-payable-2-positions-mogadishu-somalia/
Senior Finance Assistant ,IOM ,"Mogadishu, Somalia"," July 9, 2023",https://qaranjobs.com/job/senior-finance-assistant-2-positions-mogadishu-somalia/
"FIELD SECURITY COORDINATION OFFICER, P3 ",UNDSS ,"Mogadishu, Somalia"," July 9, 2023",https://qaranjobs.com/job/field-security-coordination-officer-p3-mogadishu/
Mission Planning Officer ,UNSOM ,"Mogadishu, Somalia"," July 9, 2023",https://qaranjobs.com/job/mission-planning-officer-mogadishu-somalia/
"Summary of job opportunities, tenders, and contracts published today on QaranJobs",QaranJobs - SomaliJobs ,Somalia," July 8, 2023",https://qaranjobs.com/job/summary-of-job-opportunities-tenders-and-contracts-published-today-on-qaranjobs/
Senior Urban Displacement Advisor ,IOM ,"Mogadishu, Somalia"," July 8, 2023",https://qaranjobs.com/job/senior-urban-displacement-advisor-mogadishu-somalia/
Programme Manager (WASH) ,IOM ,"Mogadishu, Somalia"," July 8, 2023",https://qaranjobs.com/job/programme-manager-wash-mogadishu-somalia-2/
Programme Officer ,Africa Educational Trust (AET) ,Hargeisa," July 8, 2023",https://qaranjobs.com/job/programme-officer-hargeisa-4/
Programme Officer ,Africa Educational Trust (AET) ,"Mogadishu, Somalia"," July 8, 2023",https://qaranjobs.com/job/programme-officer-mogadishu-somalia-9/
LOGISTICS ASSISTANTS ,ACTED ,"Mogadishu, Somalia"," July 8, 2023",https://qaranjobs.com/job/logistics-assistants-2-positions-mogadishu-somalia/
Horn of Africa: Country MEAL Manager ,ACTED ,"Mogadishu, Somalia"," July 8, 2023",https://qaranjobs.com/job/horn-of-africa-country-meal-manager-mogadishu-somalia-2/
Horn of Africa: Country Finance Manager ,ACTED ,"Mogadishu, Somalia"," July 8, 2023",https://qaranjobs.com/job/horn-of-africa-country-finance-manager-mogadishu-somalia-3/
Horn of Africa : Country Transparency and Compliance Manager ,ACTED ,"Mogadishu, Somalia"," July 8, 2023",https://qaranjobs.com/job/horn-of-africa-country-transparency-and-compliance-manager-mogadishu-somalia/
Horn of Africa: Country Finance Officer ,ACTED ,"Mogadishu, Somalia"," July 8, 2023",https://qaranjobs.com/job/horn-of-africa-country-finance-officer-mogadishu-somalia-2/
PMER Officer ,SRCS ,Garowe," July 8, 2023",https://qaranjobs.com/job/pmer-officer-garowe-somalia/
Community Health Focal Point ,SRCS ,Qardho," July 8, 2023",https://qaranjobs.com/job/community-health-focal-point-qardho/
Finance Assistant ,SRCS ,Bosaso," July 8, 2023",https://qaranjobs.com/job/finance-assistant-bosaso/
Health Data Officer ,SRCS ,Garowe," July 8, 2023",https://qaranjobs.com/job/health-data-officer-garowe/
Community Based Surveillance Officer ,SRCS ,"Bosaso, Somalia"," July 8, 2023",https://qaranjobs.com/job/community-based-surveillance-officer-bosaso/
GROW ,DP World ,Berbera," July 8, 2023",https://qaranjobs.com/job/grow-mechanical-engineer-berbera/
Terms Of Reference For Final External Evaluation ,Plan International ,Somalia & Somaliland," July 8, 2023",https://qaranjobs.com/job/terms-of-reference-for-final-external-evaluation-somalia-somaliland/
ATMIS Job Vacancies (9 Positions) ,African Union (AU) ,Somalia," July 8, 2023",https://qaranjobs.com/?post_type=job_listing&p=27147
Senior WASH Officer ,IRC ,"Dhusamareeb, Somalia"," July 7, 2023",https://qaranjobs.com/job/senior-wash-officer-dhusamareeb-somalia/
Project Infrastructure Engineer ,IRC ,"Dhusamareeb, Somalia"," July 7, 2023",https://qaranjobs.com/job/project-infrastructure-engineer-dhusamareeb-somalia/
Public Health Officer ,UNHCR ,Hargeisa," July 7, 2023",https://qaranjobs.com/job/public-health-officer-hargeisa-2/
Resilience Coordination Specialist ,FAO ,"Mogadishu, Somalia"," July 7, 2023",https://qaranjobs.com/job/resilience-coordination-specialist-mogadishu-somalia-2/
Operations/Program Assistant (SC4) ,FAO ,"Mogadishu, Somalia"," July 7, 2023",https://qaranjobs.com/job/operations-program-assistant-sc4-mogadishu-somalia/
National Procurement Assistant (SC6) (3 Posts) ,FAO ,"Mogadishu, Somalia"," July 7, 2023",https://qaranjobs.com/job/national-procurement-assistant-sc6-3-posts-mogadishu-somalia/
Livestock Data Management Assistant (SC7) ,FAO ,"Mogadishu, Somalia"," July 7, 2023",https://qaranjobs.com/job/livestock-data-management-assistant-sc7-mogadishu-somalia/
WASH & Construction Coordinator ,Concern Worldwide ,"Mogadishu, Somalia"," July 6, 2023",https://qaranjobs.com/job/wash-construction-coordinator-mogadishu-somalia/
Finance Coordinator ,Plan International ,Somalia & Somaliland," July 6, 2023",https://qaranjobs.com/job/finance-coordinator-somalia-somaliland/
Programme Manager (WASH) ,IOM ,"Mogadishu, Somalia"," July 6, 2023",https://qaranjobs.com/job/programme-manager-wash-mogadishu-somalia/
"Transport Officer, FS6 ",UNSOS ,"Mogadishu, Somalia"," July 6, 2023",https://qaranjobs.com/job/transport-officer-fs6-mogadishu-somalia/
Deputy Special Representative of Chairperson (SRCC) ,African Union (AU) ,"Mogadishu, Somalia"," July 6, 2023",https://qaranjobs.com/job/deputy-special-representative-of-chairperson-srcc-mogadishu-somalia-2/
Head of Mission Support (PAPS) ,African Union (AU) ,"Mogadishu, Somalia"," July 6, 2023",https://qaranjobs.com/job/head-of-mission-support-paps-mogadishu-somalia/
Principal Legal Officer (PAPS) ,African Union (AU) ,"Mogadishu, Somalia"," July 6, 2023",https://qaranjobs.com/job/principal-legal-officer-paps-mogadishu-somalia/
Head of Finance (PAPS) ,African Union (AU) ,"Mogadishu, Somalia"," July 6, 2023",https://qaranjobs.com/job/head-of-finance-paps-mogadishu-somalia/
Coordinator Mission Support Rear Officer (PAPS) ,African Union (AU) ,"Mogadishu, Somalia"," July 6, 2023",https://qaranjobs.com/job/coordinator-mission-support-rear-officer-paps-mogadishu-somalia/
Principal Sector Coordinator (PAPS) (2 Positions) ,African Union (AU) ,"Mogadishu, Somalia"," July 6, 2023",https://qaranjobs.com/job/principal-sector-coordinator-paps-2-positions-mogadishu-somalia/
Principal Political Affairs Officer (PAPS) ,African Union (AU) ,"Mogadishu, Somalia"," July 6, 2023",https://qaranjobs.com/job/principal-political-affairs-officer-paps-mogadishu-somalia/
Senior Mission Analyst (PAPS) ,African Union (AU) ,"Mogadishu, Somalia"," July 6, 2023",https://qaranjobs.com/job/senior-mission-analyst-paps-somalia-2/
"Head of Protection, Human Rights & Gender (PAPS) ",African Union (AU) ,Somalia," July 6, 2023",https://qaranjobs.com/job/head-of-protection-human-rights-gender-paps-somalia/
WASH Manager ,IRC ,"Gaalkacyo, Somalia"," July 5, 2023",https://qaranjobs.com/job/wash-manager-gaalkacyo-somalia/
Grants & Information Manager ,Concern Worldwide ,Hargeisa," July 5, 2023",https://qaranjobs.com/job/grants-information-manager-hargeisa/
Community Participation Coordinator ,Saferworld ,Somalia," July 5, 2023",https://qaranjobs.com/job/community-participation-coordinator-jubaland/
Junior Advisor On Agriculture And Monitoring And Evaluation (M+E) ,GIZ ,Hargeisa," July 5, 2023",https://qaranjobs.com/job/junior-advisor-on-agriculture-and-monitoring-and-evaluation-me-hargeisa/
Projects Officer ,HALO Trust ,Hargeisa," July 5, 2023",https://qaranjobs.com/job/projects-officer-hargeisa/
Programme Officer ,Africa Educational Trust (AET) ,Hargeisa," July 5, 2023",https://qaranjobs.com/job/programme-officer-hargeisa-3/
"Special Assistant, Political Affairs, P4 ",UNSOM ,"Mogadishu, Somalia"," July 5, 2023",https://qaranjobs.com/job/special-assistant-political-affairs-p4-mogadishu-somalia-3/
"Supply Assistant, FS5 ",UNSOS ,"Mogadishu, Somalia"," July 5, 2023",https://qaranjobs.com/job/supply-assistant-fs5-mogadishu-somalia-2/
"Field Security Coordination Officer (2 Positions), P4 ",UNDSS ,"Mogadishu, Somalia"," July 5, 2023",https://qaranjobs.com/job/field-security-coordination-officer-2-positions-p4-mogadishu-somalia-2/
"Supply Assistant, FS5 ",UNSOS ,"Mogadishu, Somalia"," July 5, 2023",https://qaranjobs.com/job/supply-assistant-fs5-mogadishu-somalia/
"Field Security Coordination Officer (2 Positions), P4 ",UNDSS ,"Mogadishu, Somalia"," July 5, 2023",https://qaranjobs.com/job/field-security-coordination-officer-2-positions-p4-mogadishu-somalia/
Post-conflict Mitigation and Knowledge Sharing Specialist (SC9) ,FAO ,Hargeisa," July 5, 2023",https://qaranjobs.com/job/post-conflict-mitigation-and-knowledge-sharing-specialist-sc9-hargeisa/
Fodder Production and Beekeeping Specialist (SC10) ,FAO ,"Baidoa, Somalia"," July 5, 2023",https://qaranjobs.com/job/fodder-production-and-beekeeping-specialist-sc10-baidoa-somalia/
Agribusiness Specialist (SC9) ,FAO ,"Mogadishu, Somalia"," July 5, 2023",https://qaranjobs.com/job/agribusiness-specialist-sc9-mogadishu-somalia/
National Procurement Assistant (SC5) (2 Posts) ,FAO ,"Mogadishu, Somalia"," July 5, 2023",https://qaranjobs.com/job/national-procurement-assistant-sc5-2-posts-mogadishu-somalia/
National Procurement Specialist (SC10) ,FAO ,"Mogadishu, Somalia"," July 5, 2023",https://qaranjobs.com/job/national-procurement-specialist-sc10-mogadishu-somalia/
"Security Sector Oversight Specialist, IPSA 11 ",UNDP ,"Mogadishu, Somalia"," July 5, 2023",https://qaranjobs.com/job/security-sector-oversight-specialist-ipsa-11-mogadishu-somalia-2/
Driver ,UNHCR ,"Mogadishu, Somalia"," July 5, 2023",https://qaranjobs.com/job/driver-mogadishu-somalia-10/
Associate IT Service Delivery Management Officer ,UNHCR ,Djibouti," July 5, 2023",https://qaranjobs.com/job/associate-it-service-delivery-management-officer-djibouti/
Transport Specialist ,World Bank ,Djibouti," July 5, 2023",https://qaranjobs.com/job/transport-specialist-djibouti/
"SUPPLY OFFICER, FS6 ",UNSOS ,"Mogadishu, Somalia"," July 5, 2023",https://qaranjobs.com/job/supply-officer-fs6-mogadishu-somalia/
Records Assistant ,World Vision International (WVI) ,"Baidoa, Somalia"," July 5, 2023",https://qaranjobs.com/job/records-assistant-baidoa-somalia/
National Operations Officer (DTM) ,CTG ,"Mogadishu, Somalia"," July 5, 2023",https://qaranjobs.com/job/national-operations-officer-dtm-mogadishu-somalia/
National Education and Livelihoods Officer ,CTG ,"Mogadishu, Somalia"," July 5, 2023",https://qaranjobs.com/job/national-education-and-livelihoods-officer-mogadishu-somalia/
Senior Health & Nutrition Program Officer ,CARE ,Erigavo (Ceerigaabo)," July 5, 2023",https://qaranjobs.com/job/senior-health-nutrition-program-officer-erigavo-ceerigaabo/
"Monitoring & Evaluation Officer, Consultant I ",WFP ,"Mogadishu, Somalia"," July 5, 2023",https://qaranjobs.com/job/monitoring-evaluation-officer-consultant-i-mogadishu-somalia/
"Security Sector Oversight Specialist, IPSA 11 ",UNDP ,"Mogadishu, Somalia"," July 5, 2023",https://qaranjobs.com/job/security-sector-oversight-specialist-ipsa-11-mogadishu-somalia/
Project Management Support Specialist ,UNOPS ,"Mogadishu, Somalia"," July 4, 2023",https://qaranjobs.com/job/project-management-support-specialist-mogadishu-somalia-2/
"ICT Analyst, Mogadishu, Somalia",UNDP ,"Mogadishu, Somalia"," July 4, 2023",https://qaranjobs.com/job/ict-analyst-mogadishu-somalia-2/
Jobs at Federal Government of Somalia (6 Positions) ,Federal Government of Somalia (FGS) ,Somalia," July 4, 2023",https://qaranjobs.com/?post_type=job_listing&p=27078
Health Operations Manager ,WHO ,"Mogadishu, Somalia"," July 4, 2023",https://qaranjobs.com/job/health-operations-manager-mogadishu-somalia/
Project Manager ,UNOPS ,"Mogadishu, Somalia"," July 4, 2023",https://qaranjobs.com/job/project-manager-mogadishu-somalia-15/
Re-Advert: Anesthesiologist/Clinical Anesthetist Assistant ,Hirshabelle State Of Somalia ,"Mahas, Somalia"," July 4, 2023",https://qaranjobs.com/job/re-advert-anesthesiologist-clinical-anesthetist-assistant-mahas-somalia/
Re-Advert: Medical Doctor with Obstetrics & Gynecology Skills ,Hirshabelle State Of Somalia ,"Mahaas, Somalia"," July 4, 2023",https://qaranjobs.com/job/re-advert-medical-doctor-with-obstetrics-gynecology-skills-mahaas-somalia/
Project Manager ,COOPI ,"Mogadishu, Somalia"," July 2, 2023",https://qaranjobs.com/job/project-manager-mogadishu-somalia-14/
"Partnership Officer, Somalia",UNICEF ,Somalia," July 2, 2023",https://qaranjobs.com/job/partnership-officer-somalia-4/
PROTECTION RISK ANALYSIS ,Trócaire ,"Gedo, Somalia"," July 2, 2023",https://qaranjobs.com/job/protection-risk-analysis-gedo-somalia/
