Qoraalka,Label,Qeybta
War kaasi waaa dhiiqo cadiiya,2,Neutral-Dhexdhexaad
Dhibki qof ah omar,2,Neutral-Dhexdhexaad
wlllo adiga maxad kaxanaqada,2,Neutral-Dhexdhexaad
Jumjum miyaaa,2,Neutral-Dhexdhexaad
Sxp fartuun cabdi magacas waa ola so daahdy marhore maxa nogu shegi wasy,2,Neutral-Dhexdhexaad
War Ck Hadal kuma gaadho wlhi idirisle,2,Neutral-Dhexdhexaad
Run waaye aaway lacgtii waryaa fartuun cabdi,2,Neutral-Dhexdhexaad
Ck wllhay waa necbaa bilaa sabb mnn dawn jirin dagaladoodi hrena dirisle tageri jiray lkn dirisle waa faruq wllhay ck waa qof wngzn marka dhan lga eego wanknxy mrku dhehe gabadha kla tagnay dhankeda hyga,2,Neutral-Dhexdhexaad
Niin Raag ah magac Dumar loguma waco hadii adan adigu naagnimo iska aminsaneen,2,Neutral-Dhexdhexaad
Waaw Sheekadaan waan ka helaa,2,Neutral-Dhexdhexaad
Fartuun Abdi waa waxa kale,2,Neutral-Dhexdhexaad
Hhhhhhhhhh ck umadeyna ma ahan hhhhhhhhhh,2,Neutral-Dhexdhexaad
Bisiinka ck ma istiiri samixa aya ku horcarartay samixa bisiinka ka qabso,2,Neutral-Dhexdhexaad
Why are you guys behaving like docilo you floss too much bro tartibso,2,Neutral-Dhexdhexaad
Waxan joogna adoonyo raggi gabadh iskugu fadhisanayaan oo is caaayayaan,2,Neutral-Dhexdhexaad
si indirect ah ayaad 1m ku gaarsiineysaayeh shootout caadiya weeyeh,2,Neutral-Dhexdhexaad
Shafkaaagiiibaaabu na tusay wuxu,2,Neutral-Dhexdhexaad
Wax ma garato isu tagtay,2,Neutral-Dhexdhexaad
Adiga ayaa wax kale kadhigoyo wlh bro ciyaal waaye,2,Neutral-Dhexdhexaad
Dirisle who????? Kaas dad miyaa. CK u r above this jealous guy. Uuuuuuffff aboowe kaas magac ha u yeelin in u kuugu soo caan baxo oo rabaa.,2,Neutral-Dhexdhexaad
Psychopath Ck Wali Dirisle Afkiisa kama aanan Maqlin Isaga Oo Soo Hadal Qaadaya inantii aad kala tagteen magaceeda iyo Sifada aad kukala tagteen? Adigana Vedio kasta Inanta Samiixa Ayay kaaga dhagantahay Ninbaad is haysaane Gudaafadyaheey Badhka Xamdada ahi ninka aad is heysaan iska celi Oo inanta kafuq!!,2,Neutral-Dhexdhexaad
ck wax ulmad harin kkk,2,Neutral-Dhexdhexaad
1milka wad naga bsdisee maa nage deesid nin yahoow,2,Neutral-Dhexdhexaad
Wlal qaali cumar illahey Waxaa ka baryaa in uu Allah ka qabto dadkan kugu intixaaman waxan waa aduun qofna kulama rawo hormarka si kastoo u wngsn tahay dadka advantage ayee ka qadaan Wanaagada,2,Neutral-Dhexdhexaad
Doqan doqon dhalay,2,Neutral-Dhexdhexaad
KKK xabadkii wad Soo dabooshay Jah dirisle caanaantiisi way ku anfacday,2,Neutral-Dhexdhexaad
Warka isiiya hee,2,Neutral-Dhexdhexaad
#Kaaan waaa bakhTi eeee King warkisa nagada waaa team masRuf,2,Neutral-Dhexdhexaad
Lapadoodupa 0 ayay izku cayay midkee epera tolow,2,Neutral-Dhexdhexaad
Sxbo ninka iska dhaaf sxb,2,Neutral-Dhexdhexaad
sxp pz ka dheh ka weynow maseer Abdi,2,Neutral-Dhexdhexaad
Batulo kay darisle kabtisu kuuma gashee ani midbaa kugula talin lahaa aaabo dhedeee gaadhimaysidee,2,Neutral-Dhexdhexaad
M.a keep going my brother,2,Neutral-Dhexdhexaad
Prank waaye waxaan,2,Neutral-Dhexdhexaad
Ck asaaba dhiiqa iyo vaar socda ah war ka hara,2,Neutral-Dhexdhexaad
Kaas asaaba iska bah dilan ee gab ka dheh ck yoow,2,Neutral-Dhexdhexaad
is faham waxaas iska dhaafee,2,Neutral-Dhexdhexaad
Legend wan kuwataa Karbaash kuwad Maangaab waayo ninkaan,2,Neutral-Dhexdhexaad
Meelahad kajilcantahay ama lagaa daarikaro maxaad ubaraysaa dadka wll,2,Neutral-Dhexdhexaad
Saaxiibbo waaye dadkaan yaa leydin waalin,2,Neutral-Dhexdhexaad
Adi inaa qaniis thy waan hubaa batulo k marka samixa afka la kasho lakuu yabaaaa,2,Neutral-Dhexdhexaad
King ck the legendary of youtubers of somalia ???? Ilmahaas iska dhaaf Booca ayaa qabataye intaa ugu ekeeso,2,Neutral-Dhexdhexaad
Batuulo keeey,2,Neutral-Dhexdhexaad
Wllhi zaxibow labadiinaba markaan idiin qiimeeyo sidii ciyaalka adigaaba u hadlaayo fudeedkaaan kuugu furan iskadaa saaidaa isku dhiboosaa beentana waa nagu hurgufoosaa lkn ninkaas asigoona is dhibin energy-na aan iska bixin buu sidee tahay kaaga soo hadlaa waliba hadaladiisa run bey ubadanyihiin,2,Neutral-Dhexdhexaad
King ck hadaa tageerto like hadaa tageerto dirisle abdi comment midka tagero badan arkenaa,2,Neutral-Dhexdhexaad
Ck waxaaad tahy lagand lkn waxaan kaaga digayaa in samiixo iskadhaaaf bro waa gaber iskaadaa lkn neefkaaan carabka la foorarir. Left wadaadeedi ayuu hayaaa bro. Respect the girls ckyow,2,Neutral-Dhexdhexaad
He is joules,2,Neutral-Dhexdhexaad
Wlhi videoga wanka soo daahay fartuun cabdi see dareemosa fartuun make up hanagu soo dhisin caruurta,2,Neutral-Dhexdhexaad
Fartuun abdi ala ck legend,2,Neutral-Dhexdhexaad
Waan fahmay sheekada,2,Neutral-Dhexdhexaad
WAAR TUUGO ABDI DANBI BAADHA HELAY,2,Neutral-Dhexdhexaad
Ck adi lph tahay kuma gadho,2,Neutral-Dhexdhexaad
xumaan raadi ayaad tahay,2,Neutral-Dhexdhexaad
Saan fashil waaye,2,Neutral-Dhexdhexaad
Ma fahmin waxa socda,2,Neutral-Dhexdhexaad
Kkkkk now Dan nowdaa,2,Neutral-Dhexdhexaad
Wad is fanaysa pro waxba islama haysid,2,Neutral-Dhexdhexaad
Ck ka qale nag naga,2,Neutral-Dhexdhexaad
hhjhh jafoowgaga xataa waaa fani waxkastoo lasheego qofaa kuheestaa thy,2,Neutral-Dhexdhexaad
Waryaa magaca idhaaf,2,Neutral-Dhexdhexaad
Umadena MA thid wlhi bes ka dheh marka intas ku filan,2,Neutral-Dhexdhexaad
Gartey,2,Neutral-Dhexdhexaad
Waxbaa ku jira,2,Neutral-Dhexdhexaad
Biskadheh sxp,2,Neutral-Dhexdhexaad
Nio ck iyo dariloow xagen idinku tirina murun lee 90kaba haysin dhoocil aya tihin 2 badinipa zx rag cml u dhaqma,2,Neutral-Dhexdhexaad
Rag madhan oo aan xishoonayn sidii dhoocilaha ayey iskugu tirinayaan war inta waxaas oodhan kabxadaan gacantiina ku ciilbaxa oo islaaya uf ????????,2,Neutral-Dhexdhexaad
The length of YouTuber somalia ???? ck,2,Neutral-Dhexdhexaad
Magacyadeena noo dhaafa waryaada,2,Neutral-Dhexdhexaad
Alla Waxbaa Ku Dhigtay,2,Neutral-Dhexdhexaad
The Legend quruxow quruxda rabi kusiiyay kuuquuri layahay ninkaan ninmaahee waalabeebshe filaah ani saancaadi kuma ahan nin nin xabadkiis kahelaayo inagoo dumara xaanfiirsanaynaah marbo adii ragii ragkale xabadkooda kahelaayaan,2,Neutral-Dhexdhexaad
Abo macanak hahahah,2,Neutral-Dhexdhexaad
Sasa lga raba legend,2,Neutral-Dhexdhexaad
Nin adag,2,Neutral-Dhexdhexaad
Re mudug markano kale waxe dhahan Allha nabar xaqdaro oga dhigo inta ku dhacday,2,Neutral-Dhexdhexaad
ar waa ii dhacaty hadii an ck mar hore tagera u noqday ona waligey kala lawan subscribe ka alxm,2,Neutral-Dhexdhexaad
Horan kugu sheegay waliga geed raganimo maad hadhsan,2,Neutral-Dhexdhexaad
Kkkkk ck waa nin runbadan masha alaah,2,Neutral-Dhexdhexaad
Waraa guurso habar Kudhaliwase,2,Neutral-Dhexdhexaad
Dhiiqo lugaha lagalay dirisle,2,Neutral-Dhexdhexaad
Fartuun abdi,2,Neutral-Dhexdhexaad
Walkay ilahay dartiis ku dhaaf nin hadlay nin Amusay ayaa ka badiyay ma ficna waxasi wa laga ficnyhay dumarkaa lagu yaqnay inay isku jawaban ragtinumda.ma ku jirto Ina la wada tirsado ka ronow wll Naga soo Af jar wllo,2,Neutral-Dhexdhexaad
xabada ugo wyn ee ck lagu dili karo waa unfllow ani neh hada waxa ku dhufana unsubscribe,2,Neutral-Dhexdhexaad
Fuleey,2,Neutral-Dhexdhexaad
Wlhy nairobi way fashilisay qofka waa 0,2,Neutral-Dhexdhexaad
Dirisle abdi waa macalin kaaga,2,Neutral-Dhexdhexaad
Ck kan jawab intad ha ogu ee kato brother,2,Neutral-Dhexdhexaad
Dhankiisa waxba majiraaan ck qofkan 1milion buu rabaa inuu kugu hadho,2,Neutral-Dhexdhexaad
Dhocishan dhiiqa deda nag day libaxeygi hanagu so dhiisin plz,2,Neutral-Dhexdhexaad
ck waa codsi wll abuukar culosow caawi waa codsi wllky,2,Neutral-Dhexdhexaad
King ck legen qofkan haw jawaabin waa dhoocile,2,Neutral-Dhexdhexaad
Fartuun abdi sederemee hhhh King ck #legend,2,Neutral-Dhexdhexaad
Ck 2m hala gaadhsiiyo asxabeeeey from hrgysa,2,Neutral-Dhexdhexaad
2hr 75k veiw,2,Neutral-Dhexdhexaad
King ck sxb nio legend baad tahay sxb mardanbe haka soohadlin kabooti sxb,2,Neutral-Dhexdhexaad
Fartuun lacaga kuu dhiimo waxaba igaa qaalay Aniga xiita fartuun Aan kuu arago ck form haragesia keep going Alaa maad ilawoday inuunu dheehi jiir waan gacaan Adaagay,2,Neutral-Dhexdhexaad
Sxb ck bro plz adi iyo darisle ayaa is haysta ee iska daa gabadhaas ladhahaayo samiiha nin ragaa tahay iska celi lkn gabadhaas magaceeda hasooqaadin,2,Neutral-Dhexdhexaad
Asc walaakey ck camusinaanta waa wax caad u muxiim ax please please stop Wright there I don???t want see another video you talking about dresle anymore,2,Neutral-Dhexdhexaad
See waye dadkan,2,Neutral-Dhexdhexaad
Iskadaa balwada waa iga talo wall,2,Neutral-Dhexdhexaad
Ck bisnaka dhih waa buubiravnaa,2,Neutral-Dhexdhexaad
Adiga wlalow doqontii dhulka loogu dhacy miyad thy waad kaga hormarty millionka lkn ka har nh markii lagugu dhaganaaba adiga wuu ku garab istaagty lkn saan xeerka raga nimada kuma jirto ka har wiilkaan,2,Neutral-Dhexdhexaad
Muxu yiri aad wada ogaanee,2,Neutral-Dhexdhexaad
Ck guulyo wlll from duriyDa,2,Neutral-Dhexdhexaad
Ck legend baa tahay waanku wataa libaax blse adi iyo dirsle dagaalkiina waa shaqa sharaf leh talaaahi sidaas u fahamy,2,Neutral-Dhexdhexaad
Ck talo: idirsle 1m ayuu diyaarinayaa sidaa awgeed isqabsigu waa u fursad lagu hadal hayn karo sidaa awgeed hawjawaabin,2,Neutral-Dhexdhexaad
King ck nin legend ah baa tahay ee nio wxn hala tirsan,2,Neutral-Dhexdhexaad
wan ku salabey wllo wad iga qosalisey,2,Neutral-Dhexdhexaad
Laba badh naag baad tihiin maxa iskiin daba dhigay,2,Neutral-Dhexdhexaad
W?? ??? ???? ??? ??? ??? ???,2,Neutral-Dhexdhexaad
war naga aamusa,2,Neutral-Dhexdhexaad
War hoy ck nin raga is modaa ee iska Aamus xoolo,2,Neutral-Dhexdhexaad
warmagaceena umaqalmee noogadaaya dhooocisha heblaayo cabdi laleeyahay yorow ck,2,Neutral-Dhexdhexaad
Mm malyuun abdi,2,Neutral-Dhexdhexaad
Nio ninkani wuu habaaranye iskada wll,2,Neutral-Dhexdhexaad
Kkkkkk kada sxb,2,Neutral-Dhexdhexaad
Ck abti qaldante ninka kadhac xayawana tahe,2,Neutral-Dhexdhexaad
Ck wll dar alle ku jcalhh magac fartuun abdi anaa leey dhahaa ii daah bisink,2,Neutral-Dhexdhexaad
Hawiye ku arag habar,2,Neutral-Dhexdhexaad
Ciyaartu waa 1 iyo 0,2,Neutral-Dhexdhexaad
E???????? ??? ??????,2,Neutral-Dhexdhexaad
Maxamed qadar subscriber usaar,2,Neutral-Dhexdhexaad
Kkkkkkkkkk walahi waan qoslay,2,Neutral-Dhexdhexaad
cod kar iga dheh waa ku wataa ina abti,2,Neutral-Dhexdhexaad
afo ku dabarty,2,Neutral-Dhexdhexaad
War ck keeyow intat timadid kenya ka kaxee idirisle meesha waa uu ku walan rabaye idirislow guriga bila adam iskag soo bax waar idirislow soo bax,2,Neutral-Dhexdhexaad
heesti aad hilmaantay nio oo asad faqdiid lasoosameyay,2,Neutral-Dhexdhexaad
Wll mcn wiil wllka oo kala ahay youtuber inaa noqdo rabaa please wll garab isii oo subcribe isaar wax dhib ah kuguma aha,2,Neutral-Dhexdhexaad
waxaas war rageed maaahan,2,Neutral-Dhexdhexaad
Wll mcn wiil wllka oo kala ahay youtuber inaa noqdo rabaa please wll garab isii oo subcribe isaar wax dhib ah kuguma aha,2,Neutral-Dhexdhexaad
King ck ninkan xabadkaaga iyo labiskaaga iyo guurkaaga ku mashquulsan isaga naag miyaaa mcnaha maa laa riixaaa,2,Neutral-Dhexdhexaad
Wll mcn wiil wllka oo kala ahay youtuber inaa noqdo rabaa please wll garab isii oo subcribe isaar wax dhib ah kuguma aha,2,Neutral-Dhexdhexaad
Ck waxaka karbash way dhaftay waa baarac,2,Neutral-Dhexdhexaad
Legend wN KUWTAA KU SOCO,2,Neutral-Dhexdhexaad
Ck af somaligiisa. Ayuu kugu pahdilaya farTuun apdi dhiiqo xumaa,2,Neutral-Dhexdhexaad
wan kuusare abowe,2,Neutral-Dhexdhexaad
Wll mcn wiil wllka oo kala ahay youtuber inaa noqdo rabaa please wll garab isii oo subcribe isaar wax dhib ah kuguma aha,2,Neutral-Dhexdhexaad
Wll mcn wiil wllka oo kala ahay youtuber inaa noqdo rabaa please wll garab isii oo subcribe isaar wax dhib ah kuguma aha,2,Neutral-Dhexdhexaad
Wll mcn wiil wllka oo kala ahay youtuber inaa noqdo rabaa please wll garab isii oo subcribe isaar wax dhib ah kuguma aha,2,Neutral-Dhexdhexaad
Wll mcn wiil wllka oo kala ahay youtuber inaa noqdo rabaa please wll garab isii oo subcribe isaar wax dhib ah kuguma aha,2,Neutral-Dhexdhexaad
Legend is always legend ck,2,Neutral-Dhexdhexaad
The laugh can???t stop you.,2,Neutral-Dhexdhexaad
ma fahmin warkaan asxaabta,2,Neutral-Dhexdhexaad
War ninkan drisile miyaanu ahayn ninkii kuu hiiliyay markuu shiine dhulka ku jiidayay ee naagtii aad qabi jirtay YouTube keenay. Aduunkoo dhan ba kugu qoslayay. Abaalkiisi baad saas ka dhigtay miyaa. Nacas baad tahay.,2,Neutral-Dhexdhexaad
Labo cag salida meel dhigay kulaha manoli,2,Neutral-Dhexdhexaad
Abow saalax waxan karbaash waa dhaaftey,2,Neutral-Dhexdhexaad
Kkkkkkk war waaa rafty wlh,2,Neutral-Dhexdhexaad
Oh today shaadkii ayaa badhamada usoo xidhatsy good,2,Neutral-Dhexdhexaad
Legend waa ku wataa walhy ck ilmaaha xunka iska dabareeb wuu kugu Afbartaye,2,Neutral-Dhexdhexaad
Fartuun abdi kulahaa waa qoslay,2,Neutral-Dhexdhexaad
War mxu benTa ku falaYa sawki asad faqdiiid hees la soo qadey ee codkisa qariYey remember,2,Neutral-Dhexdhexaad
Oo waaxay khamiisku,2,Neutral-Dhexdhexaad
Ck waliga drisle ma gadhid isagu uu kaa riwayadsada adigana children band bakhtjyaysaa,2,Neutral-Dhexdhexaad
Alla wiilka saan wuu dhaamaye maxaa kudhacay xaaraan hadaad cuntit holac baa laga qaadaa,2,Neutral-Dhexdhexaad
Beenta maha intusan nairabi imaan Legend umaleyn jiray,2,Neutral-Dhexdhexaad
Funny bromine wlhi daacad Ayan uqoslaye kusoco ninkaa,2,Neutral-Dhexdhexaad
Idirisle waa lax lax dhashay hala hadlin king ck danahaaga karaco wllo,2,Neutral-Dhexdhexaad
Isku kala kicista youtube ka zxp waa idin taagera ninku sharaf kuumu reebin dirac xidhuu ku yidhiye jawab ayaad siisay doqonka,2,Neutral-Dhexdhexaad
Magaceyga iga leexo plz,2,Neutral-Dhexdhexaad
Sxp feer gala labadiina CK vs. Dirisle,2,Neutral-Dhexdhexaad
Nio toos usku dila oo isdagala sidii ragii ama naga amusa H.W,2,Neutral-Dhexdhexaad
San ku garsiinesaa wn milyanka ninkan wuu kaa faidesanaa,2,Neutral-Dhexdhexaad
Criative qofkaan aheen YouTube ha iska xiro,2,Neutral-Dhexdhexaad
Waxaan jeclaan lahaa inaad isoo booqataan insha allah waxbaad iga faaiidi doontaan,2,Neutral-Dhexdhexaad
"Ck wali mad qadatay lisanki gadhiga , inta jogto europ ka faaiidayso, qof madhan o stress hayo ayan ku arkaye",2,Neutral-Dhexdhexaad
Ilmahaas damage kadaaaya caqligii baa kalumay xitaaye,2,Neutral-Dhexdhexaad
Noi wad ku sugte wllhi,2,Neutral-Dhexdhexaad
Ck wlhy pro waxey daku kugu shegeyen ayaa rumopey ninka Raga mafano pro fanka iska dhaaf 1m 1m gadhey maad uqaden ladahey inad gadhey nio fanka iska dhaaf ????????????,2,Neutral-Dhexdhexaad
tiim masruuf,2,Neutral-Dhexdhexaad
War waa lagan weyn yahay dirisle legend waaye,2,Neutral-Dhexdhexaad
Dirisle sidisi hore ma aha gabadhaN samiixa ku dhuusty noi waxpa iska bedelay,2,Neutral-Dhexdhexaad
Waa runtaa,2,Neutral-Dhexdhexaad
masruuf key,2,Neutral-Dhexdhexaad
Maanta kadib taageeri maayo fartuun abdi,2,Neutral-Dhexdhexaad
Ck hadaa kaba aamustid xaa ku helaaya afkayga anaa le camal ayaan u hadlayaa waali weeyee,2,Neutral-Dhexdhexaad
Ck waa runta manta idirsle Cabdi iigu danbeyza nio wxba ka siya waxan nio,2,Neutral-Dhexdhexaad
Fartuun abdi meelna kama gaadho team ck mxaa dhibey wxuu ku jac dhigey hdlkiisa io dhaghiisa isma maqlyaan,2,Neutral-Dhexdhexaad
Walhi manta hoyadeyda waliged ku dawan cawa qosolka kadamady,2,Neutral-Dhexdhexaad
Ck ninka waa ku taraa raxday 8 minutes leedhahday taraa raxa jooji abti,2,Neutral-Dhexdhexaad
Fartun abdi sedareme xage marosa qalanjada ina abdi markad qof lahadleysid sida lohadlo baaro anaga malaha malaha hano kurine si ragnimo uhadal ama amus,2,Neutral-Dhexdhexaad
rag waaween ayaa tihiin ee waxaan iska dhaafa,2,Neutral-Dhexdhexaad
Haah wlahei wixii masaakintaa haysata,2,Neutral-Dhexdhexaad
Nio quran aqris baad u baahn thy runti,2,Neutral-Dhexdhexaad
Wlhi waxbadan kama subscribe badnid marka runta laga hadlo,2,Neutral-Dhexdhexaad
Walasheen Qoslaysow Wad Warertee Maa Caga Dhigato,2,Neutral-Dhexdhexaad
Hadaa 1m lagugu dhafayayee maad joogtid asad hagio iyo sharma boy ini liqaya labadiinaba buuqa joojiya labadinan qurux,2,Neutral-Dhexdhexaad
What about you now aaaa.....,2,Neutral-Dhexdhexaad
Wllo mid ayaan ka waninya ninka dhintayka zaar Wllo qli adoo xumaan igu qadanen Wllo mcn,2,Neutral-Dhexdhexaad
waxba jiraa,2,Neutral-Dhexdhexaad
Ar somaliyaa dirisla Marko hadlayo asi la jira hadu CK hadlayana la jira,2,Neutral-Dhexdhexaad
Ilowsho dhawa ma umul baa,2,Neutral-Dhexdhexaad
King ck legend waliba cod kar ah Fartuuno abdi waliba tuug masakiinta dhacay uu yhy waliba beenale vaar badan laguso qabtay u yhy . Si wngsan ayad runta ugu sheegtay Sheeko naagedkii halaso fadhisto. Fartuuno abdi xagee moraysaa maxa dareemaysa hhhhh,2,Neutral-Dhexdhexaad
Hhhhhhhhhhhh ck ninkan wad walirabta xabkeyga maxad ugu mushqush kulaha,2,Neutral-Dhexdhexaad
Hhhhhhhhh wlhi waa iga qoslisay Ck ku arag,2,Neutral-Dhexdhexaad
Team masruuf fartuun abdi hadalka soo baro yaqey labo labada naga daa,2,Neutral-Dhexdhexaad
Kkkkk ck vaar ku dheegla noqotyly,2,Neutral-Dhexdhexaad
war Niyow Nimana raga ayu iLahaya niga dhigeya Magac HabLaha isku Tilmaminasina iska DHafa Hada Rabtida is Tosa isku ataGa,2,Neutral-Dhexdhexaad
Waxba uma ogola wiilka,2,Neutral-Dhexdhexaad
Mar danbe ma ku so jawabayo adiga dhahe maxa jawabta,2,Neutral-Dhexdhexaad
Wax ureeb plz,2,Neutral-Dhexdhexaad
Khan is ck bayahay walhi,2,Neutral-Dhexdhexaad
Ck don't eyes part of lower fartuun heart broken always,2,Neutral-Dhexdhexaad
Labadina managu ciyaaresan maxa idinka qaladan,2,Neutral-Dhexdhexaad
Ck umadeena maha,2,Neutral-Dhexdhexaad
Alla ck yow adi ki kuso doonto ayaaba walan wlhi,2,Neutral-Dhexdhexaad
Hhhhhhh saaan waa uma leeynaayay,2,Neutral-Dhexdhexaad
Ar walalayaalow ck hais kuta wanina hadikale ceeb aaniga raceyso,2,Neutral-Dhexdhexaad
Birta nool hees cusub soo saray,2,Neutral-Dhexdhexaad
Waar ragan subiscryebka kalaabta waakibreene,2,Neutral-Dhexdhexaad
istafurullah,2,Neutral-Dhexdhexaad
Hhhh ck wa iga qoslisaya,2,Neutral-Dhexdhexaad
War nio kaas yar isaga har caadi bu kugu dheldheelayaa wlh,2,Neutral-Dhexdhexaad
Lagand waa miid ck niinka fartun abdi ii barey,2,Neutral-Dhexdhexaad
Ck ninkii xaliye ahaa maad usoo jawaabtid,2,Neutral-Dhexdhexaad
Dad waa weyn oo sidaas u dhaqmaya maxay ahaayeen,2,Neutral-Dhexdhexaad
Kkkkk sxb waa magaca fartuun abdi legend ka roonow adiga ayaa libaax ah nolow sharaf iyo karaamo korkaada ha ahaato,2,Neutral-Dhexdhexaad
Team masruuuf ku laha walhi ck umadena maha hhhhh,2,Neutral-Dhexdhexaad
Wr waxn wa musalsal wllhi wad israbtne ee cadi isku dagaala annga hanawaaline nimnyow saass ayuu yiri asaa yiri wr nimnyow wad israbtin ee iskala,2,Neutral-Dhexdhexaad
Maxay isku heystaan waan yaabee,2,Neutral-Dhexdhexaad
Exactally,2,Neutral-Dhexdhexaad
Bro ka yari copy my life style le wadaa c kaga bax noocan 2pac ayaa ka hadlaye,2,Neutral-Dhexdhexaad
Isaagu muxu u guursan wayay kan yari wuu wareeray sidan cadi kuma ahaan Nairobi waxab lugu siiyay,2,Neutral-Dhexdhexaad
That???s so true even 10.000 xitaaa ma dhamay waxaay bixiyeen,2,Neutral-Dhexdhexaad
Dhiqo ku jira....,2,Neutral-Dhexdhexaad
Ck family unfallow aan dhahno fartuun abdi soo baxa,2,Neutral-Dhexdhexaad
Myah iska daa subscribe-ka hanagu pdsadee hadan kala lapano wx an ka paqaa inuu 1m gari wayo,2,Neutral-Dhexdhexaad
Privacy life hhhhh ck wllow naga da wax privacy ah ma lihid waxan dadku ku dhow ogayn ba privacy ah lkn nolol aa no hor keenyty oo xita 7 baxiine ogeen privacy life iyo past life ha orn ?? legendary w thy lkn rootiga nolosha inta ka ognahy wa kugula dhuuqayna wabaaa,2,Neutral-Dhexdhexaad
Ck Ciyaalkaan Inaga Dhaaf pro Heezta Fiska Reaction Kasoo baxi,2,Neutral-Dhexdhexaad
Wr umadaan yaa naga qabta .,2,Neutral-Dhexdhexaad
En hadu alleh ku idmo Fartuun abdi wey so isku xartay ma Nairobi miya rabta ul in logu so saro wllhi waxan ka jeclahy intad vidoe ugu so jawabi lahed gacantada inad ugu jawabtid,2,Neutral-Dhexdhexaad
Malxun ayad kariden karbashka war kad meshas karidin,2,Neutral-Dhexdhexaad
walaahi waa fuuuray fanny ck,2,Neutral-Dhexdhexaad
Wan ku wataaa abow macaanka waye ku lahaaa,2,Neutral-Dhexdhexaad
Wow karbaash xalaala,2,Neutral-Dhexdhexaad
WLHI WA RUN NAYROBI TAG OO SIRO BU NOQDAY AYAAN HORE AYAAN KUMANTI UGU QORAY MAXA KUGU DHACY,2,Neutral-Dhexdhexaad
Maxaad sidaas u sameyneysaa sxb ck,2,Neutral-Dhexdhexaad
Ways guur sanaynaa kkkkkk kuyeen,2,Neutral-Dhexdhexaad
Kkkkk beskadheh intaa lufilin,2,Neutral-Dhexdhexaad
WAXAS OO SHAN WA MASERKA 1 MILON KA NINKA RAGA AHNA HADUU WAX XASIDO HORIMAR WLIGI MA GADHO,2,Neutral-Dhexdhexaad
Rag sidi naagaha isku hadal isku rifaaya wa maxay war dagaalama hada isku baahantihin ilmo cml mar wlpo cameroyin haisku so fariisan,2,Neutral-Dhexdhexaad
Ceeeb looma dhinto,2,Neutral-Dhexdhexaad
Cabsi cabsi wye wlh viena aa sugi la ahy,2,Neutral-Dhexdhexaad
Hhhhh Maisku Sii balimaney,2,Neutral-Dhexdhexaad
Ck familey like dhaha fartun abdi hose,2,Neutral-Dhexdhexaad
Tiim masruuuf,2,Neutral-Dhexdhexaad
Inuu subscriber ka kuugu badsadoo rabaa,2,Neutral-Dhexdhexaad
Walhi kabtada imagasho,2,Neutral-Dhexdhexaad
Wlhi yaab baa ka jira halkaan,2,Neutral-Dhexdhexaad
1m 400k baa la marayaa laysma gaadhee mxaa lysku xiijinayaa,2,Neutral-Dhexdhexaad
Magaca dumarka mala isku caaya horta,2,Neutral-Dhexdhexaad
Oh my gosh. Why guy fight you just brothers,2,Neutral-Dhexdhexaad
Ck wlhi filmbaa thy adoo qoslayaaba waxjafeysaa xarpo,2,Neutral-Dhexdhexaad
Ninkaan In uu 1m kugu gaaro miyuu Rabaa waaba wareeree,2,Neutral-Dhexdhexaad
Wa wareer waxan xita karbash mahan macbudal arliyow,2,Neutral-Dhexdhexaad
Team ck ismuujiya,2,Neutral-Dhexdhexaad
War gabadha samiixa iskada isaga cay doqonyahaw,2,Neutral-Dhexdhexaad
Walhi wa u daadaty weligey ck adi lee ku macaaradi jirey xley mrkii aan vediogiisa daawadey suu u hadlayey io adi kaaga wlhi farqi weyn baa idin dhexeye legnd king ck horey usoco,2,Neutral-Dhexdhexaad
Warya Ck wllhi nin rageed in adan ahayn nio xeerka raga wxba kama taqanide nio ninkan wana ka yaryay hadana nio sibad uga madhaxsante ninki ku sharfay eee malinti laga soo hor jeeday ku garab istagay ayuunba ku raranty Isla xishood,2,Neutral-Dhexdhexaad
Dadka dhintay ha soo qadan brother ani labadinaba like ban u saray,2,Neutral-Dhexdhexaad
Ck ninkan heesti u asad faqdid la qaday mu hilmamay. Views darti asagba sawka fanan u noqday,2,Neutral-Dhexdhexaad
Ck sxb been mahen ninkan waa kamaser sanyahiy dhiiqo wen boo kujira saa ida ah sxb kamus ninkan neyrobi marku tagey 0 boo nuqdey shiba isakak dheeh waxan yusa magac kaag dheelin wall an kuceshanu,2,Neutral-Dhexdhexaad
Ck halaguugu imtixaano dhibkaasay leedahy war bes kadheh ninka nio waa kahadal badisee,2,Neutral-Dhexdhexaad
Sun glasses kii wad so badashay Gg,2,Neutral-Dhexdhexaad
Ninkan wxi lagu canaanto kuma arkeesid,2,Neutral-Dhexdhexaad
Warya ck magca haiga bahdili,2,Neutral-Dhexdhexaad
Wlh waxa soxasutey edo dey marku dhahy xabadkyga maxakutusey,2,Neutral-Dhexdhexaad
Hadal barad aa tahay wlhi waa been taas,2,Neutral-Dhexdhexaad
Wuu ka xunyahay cunugaan cuqdadaysan Ha u joojin keep going king always king,2,Neutral-Dhexdhexaad
CK dirisle Abdi wuxuu yiri. CK waan KU ciyaaraa maxa ka jira.,2,Neutral-Dhexdhexaad
ck waa ku taagera balse khamiiska hawada iiga cun legenow,2,Neutral-Dhexdhexaad
